,bhk,status,Size(Sq/ft),Price/Sqft,price,bath,area
3345,2.0,Under Construction,1155 ,10454,12000000.0,2 ,Sector 150
3346,3.0,Under Construction,1615 ,8571,13800000.0,2 ,Sector 150
3347,3.0,Under Construction,2124 ,13000,27600000.0,3 ,Sector 75
3348,2.0,Under Construction,1137 ,10461,11800000.0,,Sector 150
3349,3.0,Under Construction,1656 ,13000,21500000.0,2 ,Sector 75
3350,3.0,Under Construction,1400 ,8571,11900000.0,3 ,Sector 150
3351,4.0,Ready to move,3590 ,5750,20600000.0,3 ,Sector 168
3352,3.0,Ready to move,2100 ,5750,12000000.0,2 ,Sector 168
3353,3.0,Ready to move,2230 ,5750,12800000.0,3 ,Sector 168
3354,1.0,Ready to move,685 ,5800,3973000.0,1 ,Sector 168
3355,4.0,Ready to move,3500 ,5750,20100000.0,3 ,Sector 168
3356,1.0,Ready to move,500 ,6075,3037000.0,,Sector 168
3357,4.0,Ready to move,4500 ,6075,27300000.0,,Sector 168
3358,3.0,Ready to move,2185 ,5750,12500000.0,3 ,Sector 168
3359,4.0,Ready to move,2250 ,6075,13600000.0,,Sector 168
3360,4.0,Ready to move,2700 ,5750,15500000.0,4 ,Sector 168
3361,2.0,Ready to move,959 ,6075,5825000.0,,Sector 168
3362,,Under Construction,650 ,7299,4744000.0,1 ,Sector 140A
3363,1.0,Ready to move,575 ,5500,3162000.0,,Sector 168
3364,3.0,Ready to move,1750 ,5750,10000000.0,2 ,Sector 168
3365,,Under Construction,800 ,7499,5999000.0,1 ,Sector 140A
3366,2.0,Ready to move,1335 ,5500,7342000.0,2 ,Sector 168
3367,4.0,Under Construction,3000 ,14900,44700000.0,4 ,Sector 107
3368,2.0,Ready to move,1200 ,6075,7290000.0,,Sector 168
3369,3.0,Ready to move,1415 ,5500,7782000.0,,Sector 168
3370,4.0,Under Construction,3720 ,14900,55400000.0,,Sector 107
3371,5.0,Ready to move,5500 ,6075,33400000.0,,Sector 168
3372,1.0,Ready to move,615 ,5800,3567000.0,1 ,Sector 168
3373,2.0,Ready to move,1125 ,5500,6187000.0,,Sector 168
3374,3.0,Under Construction,3270 ,18318,59800000.0,3 ,Sector 94
3375,3.0,Under Construction,2500 ,14900,37200000.0,3 ,Sector 107
3376,3.0,Ready to move,1400 ,6075,8505000.0,,Sector 168
3377,2.0,Ready to move,915 ,5500,5032000.0,,Sector 168
3378,5.0,Under Construction,6220 ,19490,121200000.0,,Sector 94
3379,3.0,Ready to move,1955 ,5250,10200000.0,,Sector 168
3380,3.0,Under Construction,1700 ,12000,20400000.0,3 ,Sector 150
3381,4.0,Under Construction,3200 ,12226,39100000.0,,Sector 152
3382,3.0,Under Construction,2350 ,12308,28900000.0,,Sector 152
3383,3.0,Under Construction,1850 ,12391,22900000.0,3 ,Sector 152
3384,3.0,Under Construction,978 ,32753,32000000.0,,Sector 146
3385,2.0,Under Construction,831 ,32742,27200000.0,,Sector 146
3386,4.0,Under Construction,1714 ,62055,106300000.0,,Sector 146
3387,3.0,Under Construction,3019 ,15000,45200000.0,,Sector 150
3388,3.0,Under Construction,2160 ,15000,32400000.0,3 ,Sector 150
3389,3.0,Under Construction,2493 ,15000,37300000.0,3 ,Sector 150
3390,3.0,Under Construction,2492 ,15000,37300000.0,,Sector 150
3391,2.0,Under Construction,1515 ,15000,22700000.0,,Sector 150
3392,3.0,Under Construction,2375 ,15000,35600000.0,3 ,Sector 150
3393,2.0,Under Construction,1480 ,15000,22200000.0,2 ,Sector 150
3394,2.0,Under Construction,1587 ,15000,23800000.0,2 ,Sector 150
3395,3.0,Under Construction,2857 ,15000,42800000.0,3 ,Sector 150
3396,3.0,Under Construction,2473 ,15000,37000000.0,3 ,Sector 150
3397,4.0,Ready to move,4874 ,12955,63100000.0,3 ,Sector 108
3398,3.0,Ready to move,3302 ,12955,42700000.0,2 ,Sector 108
3399,3.0,Ready to move,1690 ,11000,18500000.0,,Sector 150
3400,3.0,Under Construction,3011 ,24882,74900000.0,3 ,Sector 128
3401,4.0,Under Construction,1927 ,24032,46300000.0,,Sector 150
3402,4.0,Under Construction,4145 ,24881,103100000.0,3 ,Sector 128
3403,4.0,Under Construction,1615 ,38689,62400000.0,,Sector 150
3404,4.0,Under Construction,3200 ,12800,40900000.0,,Sector 150
3405,4.0,Under Construction,4113 ,24881,102300000.0,3 ,Sector 128
3406,2.0,Under Construction,745 ,24032,17900000.0,,Sector 150
3407,3.0,Under Construction,2000 ,12800,25600000.0,,Sector 150
3408,4.0,Under Construction,3905 ,24881,97100000.0,4 ,Sector 128
3409,3.0,Under Construction,1130 ,40556,45800000.0,,Sector 150
3410,3.0,Under Construction,3047 ,24882,75800000.0,3 ,Sector 128
3411,3.0,Under Construction,2300 ,12800,29400000.0,,Sector 150
3412,3.0,Under Construction,1129 ,24032,27100000.0,3 ,Sector 150
3413,3.0,Under Construction,1625 ,12800,20800000.0,,Sector 150
3414,4.0,Under Construction,3938 ,24881,97900000.0,4 ,Sector 128
3415,3.0,Under Construction,978 ,32753,32000000.0,,Sector 146
3416,2.0,Under Construction,831 ,32742,27200000.0,,Sector 146
3417,4.0,Under Construction,1714 ,62055,106300000.0,,Sector 146
3418,2.0,Under Construction,743 ,24032,17800000.0,,Sector 150
3419,3.0,Under Construction,1545 ,7767,12000000.0,2 ,Noida Extensions
3420,4.0,Under Construction,4707 ,12900,60700000.0,,Sector 117
3421,5.0,Under Construction,5935 ,21398,127000000.0,,Sector 94
3422,3.0,Under Construction,1580 ,8000,12600000.0,,Phase 2 Noida Extension
3423,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
3424,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
3425,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
3426,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
3427,3.0,Ready to move,783 ,13409,10500000.0,3 ,Sector 150
3428,3.0,Ready to move,981 ,13047,12800000.0,,Sector 150
3429,2.0,Ready to move,648 ,14376,9316000.0,,Sector 150
3430,4.0,Under Construction,3000 ,14900,44700000.0,4 ,Sector 107
3431,4.0,Under Construction,3720 ,14900,55400000.0,,Sector 107
3432,3.0,Under Construction,2500 ,14900,37200000.0,3 ,Sector 107
3433,4.0,Under Construction,2970 ,14900,44200000.0,4 ,Sector 107
3434,3.0,Under Construction,2575 ,14900,38300000.0,3 ,Sector 107
3435,4.0,Under Construction,3550 ,14900,52800000.0,,Sector 107
3436,3.0,Ready to move,1750 ,13999,24400000.0,,Sector 150
3437,4.0,Ready to move,3220 ,13999,45000000.0,,Sector 150
3438,3.0,Ready to move,2190 ,13999,30600000.0,,Sector 150
3439,3.0,Ready to move,2460 ,13999,34400000.0,,Sector 150
3440,3.0,Ready to move,1575 ,9990,15700000.0,,Sector 77
3441,3.0,Ready to move,1970 ,9990,19600000.0,,Sector 77
3442,3.0,Ready to move,1580 ,9990,15700000.0,,Sector 77
3443,2.0,Ready to move,1320 ,9990,13100000.0,,Sector 77
3444,3.0,Ready to move,1950 ,9990,19400000.0,,Sector 77
3445,2.0,Ready to move,1430 ,9990,14200000.0,,Sector 77
3446,2.0,Ready to move,1285 ,9990,12800000.0,,Sector 77
3447,2.0,Ready to move,1150 ,9990,11400000.0,2 ,Sector 77
3448,3.0,Ready to move,1790 ,9990,17800000.0,,Sector 77
3449,3.0,Ready to move,1395 ,9990,13900000.0,,Sector 77
3450,4.0,Ready to move,4874 ,12955,63100000.0,3 ,Sector 108
3451,3.0,Ready to move,3302 ,12955,42700000.0,2 ,Sector 108
3452,3.0,Ready to move,1690 ,11000,18500000.0,,Sector 150
3453,4.0,Ready to move,3996 ,12955,51700000.0,3 ,Sector 108
3454,3.0,Ready to move,1495 ,11000,16400000.0,,Sector 150
3455,2.0,Ready to move,1245 ,11000,13600000.0,,Sector 150
3456,2.0,Ready to move,1245 ,8500,10500000.0,,Sector 79
3457,4.0,Ready to move,2335 ,8500,19800000.0,3 ,Sector 79
3458,3.0,Ready to move,1645 ,8500,13900000.0,2 ,Sector 79
3459,5.0,Ready to move,2715 ,8500,23000000.0,1 ,Sector 79
3460,5.0,Under Construction,6220 ,19490,121200000.0,,Sector 94
3461,5.0,Under Construction,5935 ,19490,115600000.0,,Sector 94
3462,4.0,Under Construction,4315 ,19490,84000000.0,4 ,Sector 94
3463,4.0,Ready to move,3179 ,9698,30800000.0,,Sector 79
3464,4.0,Ready to move,4886 ,9698,47300000.0,,Sector 79
3465,4.0,Ready to move,2690 ,6500,17400000.0,,Sector 79
3466,3.0,Ready to move,2665 ,9698,25800000.0,,Sector 79
3467,5.0,Ready to move,6805 ,9697,65900000.0,,Sector 79
3468,3.0,Under Construction,2555 ,13000,33200000.0,,Sector 150
3469,3.0,Ready to move,1470 ,7200,10500000.0,,Sector 77
3470,3.0,Ready to move,1495 ,10368,15500000.0,,Sector 79
3471,4.0,Under Construction,6100 ,5147,31400000.0,,Sector 150
3472,2.0,Ready to move,1075 ,7200,7740000.0,,Sector 77
3473,3.0,Under Construction,2040 ,13000,26500000.0,,Sector 150
3474,4.0,Ready to move,3206 ,9698,31000000.0,,Sector 79
3475,2.0,Ready to move,990 ,7200,7128000.0,,Sector 77
3476,4.0,Under Construction,3355 ,13000,43600000.0,,Sector 150
3477,3.0,Ready to move,1735 ,6500,11200000.0,,Sector 79
3478,3.0,Ready to move,1765 ,7200,12700000.0,3 ,Sector 77
3479,3.0,Under Construction,1700 ,12000,20400000.0,3 ,Sector 150
3480,2.0,Ready to move,1150 ,7200,8280000.0,1 ,Sector 77
3481,5.0,Ready to move,6931 ,9698,67200000.0,,Sector 79
3482,3.0,Ready to move,1615 ,7200,11600000.0,,Sector 77
3483,4.0,Ready to move,5593 ,9697,54200000.0,,Sector 79
3484,2.0,Ready to move,1085 ,7200,7812000.0,,Sector 77
3485,4.0,Ready to move,3523 ,9698,34100000.0,,Sector 79
3486,3.0,Ready to move,1695 ,7200,12200000.0,,Sector 77
3487,5.0,Ready to move,4805 ,9697,46500000.0,,Sector 79
3488,2.0,Ready to move,1310 ,7200,9432000.0,2 ,Sector 77
3489,3.0,Ready to move,3429 ,9698,33200000.0,,Sector 79
3490,3.0,Ready to move,1400 ,7200,10000000.0,2 ,Sector 77
3491,4.0,Ready to move,4351 ,9698,42100000.0,,Sector 79
3492,3.0,Under Construction,2034 ,12900,26200000.0,,Sector 117
3493,3.0,Ready to move,3800 ,9500,36100000.0,,Sector 77
3494,4.0,Ready to move,3415 ,9698,33100000.0,,Sector 79
3495,3.0,Ready to move,1971 ,9500,18700000.0,,Sector 77
3496,4.0,Under Construction,3987 ,12900,51400000.0,,Sector 117
3497,4.0,Under Construction,2799 ,12900,36100000.0,4 ,Sector 117
3498,2.0,Ready to move,1175 ,9500,11100000.0,,Sector 77
3499,3.0,Under Construction,2304 ,12900,29700000.0,,Sector 117
3500,4.0,Ready to move,2569 ,9500,24400000.0,,Sector 77
3501,4.0,Under Construction,3294 ,12900,42400000.0,,Sector 117
3502,3.0,Ready to move,1726 ,9500,16300000.0,,Sector 77
3503,5.0,Under Construction,6939 ,12900,89500000.0,,Sector 117
3504,3.0,Ready to move,2276 ,9500,21600000.0,,Sector 77
3505,4.0,Under Construction,4707 ,12900,60700000.0,,Sector 117
3506,2.0,Ready to move,1145 ,5676,6500000.0,2 ,Sector 137
3507,3.0,Under Construction,1404 ,11405,16000000.0,1 ,Sector 150
3508,2.0,Under Construction,1155 ,10454,12000000.0,2 ,Sector 150
3509,3.0,Under Construction,1545 ,7767,12000000.0,2 ,Noida Extensions
3510,3.0,Under Construction,1350 ,7752,10400000.0,2 ,Noida Extensions
3511,2.0,Under Construction,1137 ,10461,11800000.0,,Sector 150
3512,4.0,Under Construction,2010 ,7761,15500000.0,,Noida Extensions
3513,3.0,Ready to move,2150 ,5200,11100000.0,1 ,Sector 16B
3514,4.0,Ready to move,2600 ,5200,13500000.0,,Sector 16B
3515,3.0,Ready to move,2250 ,5200,11700000.0,,Sector 16B
3516,3.0,Ready to move,1850 ,5200,9620000.0,,Sector 16B
3517,1.0,Ready to move,690 ,4347,3000000.0,1 ,Sector 22D Yamuna Expressway
3518,4.0,Under Construction,1821 ,24032,43700000.0,4 ,Sector 150
3519,4.0,Under Construction,1819 ,39727,72200000.0,,Sector 150
3520,4.0,Under Construction,1618 ,24032,38800000.0,4 ,Sector 150
3521,3.0,Under Construction,1356 ,41294,55900000.0,,Sector 150
3522,3.0,Under Construction,1223 ,24032,29300000.0,,Sector 150
3523,3.0,Under Construction,1361 ,24032,32700000.0,,Sector 150
3524,2.0,Under Construction,893 ,24032,21400000.0,,Sector 150
3525,4.0,Under Construction,2164 ,24032,52000000.0,,Sector 150
3526,3.0,Under Construction,1227 ,40386,49500000.0,,Sector 150
3527,4.0,Under Construction,1927 ,24032,46300000.0,,Sector 150
3528,4.0,Under Construction,3200 ,12226,39100000.0,4 ,Sector 150
3529,4.0,Under Construction,1615 ,38689,62400000.0,,Sector 150
3530,3.0,Under Construction,2350 ,12308,28900000.0,3 ,Sector 150
3531,2.0,Under Construction,745 ,24032,17900000.0,,Sector 150
3532,3.0,Under Construction,1130 ,40556,45800000.0,,Sector 150
3533,3.0,Under Construction,1129 ,24032,27100000.0,3 ,Sector 150
3534,2.0,Under Construction,743 ,24032,17800000.0,,Sector 150
3535,3.0,Under Construction,1890 ,3889,7352000.0,3 ,Sector 19 Yamuna Expressway
3536,4.0,Ready to move,2520 ,4880,12300000.0,5 ,Sector 77
3537,3.0,Ready to move,1540 ,5974,9200000.0,3 ,sector-121 Noida
3538,4.0,Under Construction,3300 ,2615,8630000.0,4 ,Sector 75
3539,4.0,Under Construction,3501 ,5598,19600000.0,4 ,Sector 107
3540,3.0,Under Construction,2034 ,12900,26200000.0,,Sector 117
3541,4.0,Under Construction,3987 ,12900,51400000.0,,Sector 117
3542,4.0,Under Construction,2799 ,12900,36100000.0,4 ,Sector 117
3543,3.0,Under Construction,2304 ,12900,29700000.0,,Sector 117
3544,4.0,Under Construction,3294 ,12900,42400000.0,,Sector 117
3545,5.0,Under Construction,6939 ,12900,89500000.0,,Sector 117
3546,4.0,Under Construction,4707 ,12900,60700000.0,,Sector 117
3547,3.0,Under Construction,3011 ,24882,74900000.0,3 ,Sector 128
3548,4.0,Under Construction,4145 ,24881,103100000.0,3 ,Sector 128
3549,4.0,Under Construction,4113 ,24881,102300000.0,3 ,Sector 128
3550,4.0,Under Construction,3905 ,24881,97100000.0,4 ,Sector 128
3551,3.0,Under Construction,3047 ,24882,75800000.0,3 ,Sector 128
3552,4.0,Under Construction,3938 ,24881,97900000.0,4 ,Sector 128
3553,3.0,Under Construction,1580 ,8000,12600000.0,,Phase 2 Noida Extension
3554,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
3555,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
3556,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
3557,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
3558,3.0,Under Construction,2850 ,11000,31300000.0,,Sector 150
3559,3.0,Under Construction,2450 ,11000,26900000.0,,Sector 150
3560,4.0,Under Construction,2550 ,5176,13200000.0,5 ,Sector 144
3561,4.0,Ready to move,2405 ,5114,12300000.0,4 ,Sector 51
3562,3.0,Ready to move,1835 ,4715,8653000.0,3 ,Sector 110
3563,3.0,Ready to move,1568 ,4397,6896000.0,2 ,Sector 135
3564,3.0,Ready to move,1860 ,4639,8630000.0,3 ,Sector-128 Noida
3565,4.0,Ready to move,3700 ,3333,12300000.0,4 ,Sector 61
3566,3.0,Ready to move,1581 ,5208,8235000.0,2 ,Sector 82
3567,4.0,Under Construction,2990 ,6521,19500000.0,5 ,Sector 150
3568,3.0,Ready to move,1440 ,6150,8856000.0,2 ,Sector 76
3569,6.0,Under Construction,3600 ,4666,16800000.0,7 ,Sector 138
3570,3.0,Under Construction,1940 ,5463,10600000.0,3 ,Sector 150
3571,3.0,Ready to move,1165 ,5882,6853000.0,3 ,Sector 168
3572,3.0,Under Construction,1655 ,3838,6352000.0,3 ,Phase 2 Noida Extension
3573,2.0,Ready to move,850 ,6252,5315000.0,2 ,Sector 73
3574,3.0,Under Construction,1825 ,6767,12300000.0,3 ,Sector 150
3575,3.0,Ready to move,1770 ,4727,8368000.0,3 ,Sector 52
3576,3.0,Ready to move,1865 ,4483,8362000.0,3 ,Sector 119
3577,3.0,Ready to move,1700 ,5037,8564000.0,,Sector 62
3578,3.0,Ready to move,1860 ,4711,8763000.0,3 ,Sector 44
3579,3.0,Ready to move,1750 ,4940,8645000.0,3 ,Sector 162
3580,5.0,Ready to move,3158 ,5319,16800000.0,4 ,Sector 51
3581,3.0,Ready to move,1760 ,5092,8963000.0,3 ,Sector 75
3582,3.0,Under Construction,2360 ,3543,8363000.0,3 ,Sector 131
3583,4.0,Under Construction,2350 ,3887,9135000.0,3 ,Sector 17A Yamuna Expressway
3584,3.0,Under Construction,1786 ,4963,8864000.0,3 ,Sector 121
3585,3.0,Ready to move,1580 ,5166,8163000.0,3 ,Sector 104
3586,3.0,Ready to move,1760 ,4678,8235000.0,3 ,Sector 49
3587,3.0,Under Construction,1425 ,4628,6596000.0,3 ,Sector 143B
3588,3.0,Ready to move,1350 ,4617,6234000.0,3 ,Sector 104
3589,3.0,Ready to move,1784 ,4316,7700000.0,3 ,Ambedkar City
3590,3.0,Under Construction,1235 ,5774,7132000.0,3 ,Sector 44
3591,3.0,Ready to move,2080 ,3430,7135000.0,3 ,Sector 44
3592,3.0,Under Construction,1860 ,4129,7681000.0,3 ,Sector 151
3593,2.0,Under Construction,700 ,7335,5135000.0,2 ,Sector 70
3594,4.0,Ready to move,2450 ,3942,9658000.0,3 ,Sector 82
3595,3.0,Ready to move,1845 ,4405,8128000.0,3 ,Sector 62
3596,3.0,Ready to move,1950 ,4391,8563000.0,3 ,Sector 162
3597,3.0,Ready to move,1452 ,4903,7120000.0,3 ,Sector 168
3598,3.0,Under Construction,1400 ,5250,7351000.0,3 ,Sector 162
3599,3.0,Ready to move,1957 ,4150,8123000.0,3 ,Sector-81 Noida
3600,3.0,Under Construction,1235 ,5320,6571000.0,3 ,Sector 44
3601,3.0,Ready to move,1535 ,5447,8362000.0,2 ,Sector 76
3602,3.0,Ready to move,1890 ,4064,7681000.0,3 ,Sector 121
3603,2.0,Under Construction,1560 ,4217,6580000.0,2 ,Sector 45
3604,4.0,Ready to move,2700 ,4555,12300000.0,5 ,Sector 75
3605,2.0,Ready to move,1072 ,6065,6502000.0,2 ,Sector 121
3606,3.0,Ready to move,1590 ,4817,7660000.0,3 ,Sector 17B Yamuna Expressway
3607,3.0,Ready to move,1840 ,3980,7325000.0,3 ,Sector 79
3608,4.0,Under Construction,2645 ,4234,11200000.0,4 ,Sector 121
3609,3.0,Ready to move,1640 ,4347,7130000.0,3 ,Sector 70
3610,3.0,Ready to move,1589 ,5471,8695000.0,3 ,Sector 77
3611,3.0,Ready to move,2350 ,4778,11200000.0,3 ,Sector 49
3612,4.0,Under Construction,2371 ,4649,11000000.0,4 ,Sector 150
3613,3.0,Ready to move,1350 ,5691,7684000.0,,Sector 62
3614,4.0,Ready to move,2100 ,6285,13200000.0,,Sector 62
3615,3.0,Ready to move,1540 ,4773,7351000.0,3 ,Sector 49
3616,4.0,Ready to move,1900 ,4922,9352000.0,4 ,Sector 79
3617,3.0,Ready to move,1860 ,4652,8653000.0,3 ,Sector 22D Yamuna Expressway
3618,2.0,Ready to move,900 ,7057,6352000.0,2 ,Sector 62
3619,3.0,Ready to move,1860 ,4425,8232000.0,3 ,Sector 70
3620,3.0,Ready to move,1690 ,11000,18500000.0,,Sector 150
3621,3.0,Ready to move,1495 ,11000,16400000.0,,Sector 150
3622,2.0,Ready to move,1245 ,11000,13600000.0,,Sector 150
3623,3.0,Under Construction,2850 ,11000,31300000.0,,Sector 150
3624,3.0,Under Construction,2450 ,11000,26900000.0,,Sector 150
3625,3.0,Under Construction,1580 ,8000,12600000.0,,Phase 2 Noida Extension
3626,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
3627,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
3628,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
3629,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
3630,1.0,Ready to move,600 ,4000,2400000.0,,Sector 73
3631,2.0,Ready to move,1100 ,3181,3499000.0,,Sector 73
3632,2.0,Ready to move,1150 ,3217,3700000.0,,Sector 73
3633,1.0,Ready to move,600 ,4000,2400000.0,,Sector 73
3634,3.0,Under Construction,2034 ,12900,26200000.0,,Sector 117
3635,4.0,Under Construction,3987 ,12900,51400000.0,,Sector 117
3636,4.0,Under Construction,2799 ,12900,36100000.0,4 ,Sector 117
3637,3.0,Under Construction,2304 ,12900,29700000.0,,Sector 117
3638,4.0,Under Construction,3294 ,12900,42400000.0,,Sector 117
3639,5.0,Under Construction,6939 ,12900,89500000.0,,Sector 117
3640,3.0,Ready to move,1784 ,4316,7700000.0,3 ,Ambedkar City
3641,3.0,Under Construction,1235 ,5774,7132000.0,3 ,Sector 44
3642,3.0,Ready to move,2080 ,3430,7135000.0,3 ,Sector 44
3643,3.0,Under Construction,1860 ,4129,7681000.0,3 ,Sector 151
3644,2.0,Under Construction,700 ,7335,5135000.0,2 ,Sector 70
3645,4.0,Ready to move,2450 ,3942,9658000.0,3 ,Sector 82
3646,3.0,Ready to move,1845 ,4405,8128000.0,3 ,Sector 62
3647,3.0,Ready to move,1950 ,4391,8563000.0,3 ,Sector 162
3648,3.0,Ready to move,1452 ,4903,7120000.0,3 ,Sector 168
3649,3.0,Under Construction,1400 ,5250,7351000.0,3 ,Sector 162
3650,3.0,Ready to move,1957 ,4150,8123000.0,3 ,Sector-81 Noida
3651,4.0,Ready to move,2275 ,4335,9863000.0,4 ,Sector 137
3652,3.0,Ready to move,1360 ,5266,7163000.0,2 ,Sector 137
3653,4.0,Ready to move,2650 ,4852,12800000.0,3 ,Sector 123
3654,2.0,Ready to move,1756 ,4817,8460000.0,3 ,Sector 135
3655,3.0,Under Construction,2205 ,5578,12300000.0,3 ,Sector 117
3656,3.0,Ready to move,1860 ,36844,68500000.0,3 ,Sector 73
3657,3.0,Ready to move,1470 ,4013,5900000.0,3 ,Sector-122 Noida
3658,2.0,Ready to move,1135 ,7367,8362000.0,3 ,Sector 70
3659,1.0,Ready to move,600 ,4000,2400000.0,,Sector 73
3660,2.0,Ready to move,1100 ,3181,3499000.0,,Sector 73
3661,2.0,Ready to move,1150 ,3217,3700000.0,,Sector 73
3662,1.0,Ready to move,600 ,4000,2400000.0,,Sector 73
3663,3.0,Under Construction,2034 ,12900,26200000.0,,Sector 117
3664,4.0,Under Construction,3987 ,12900,51400000.0,,Sector 117
3665,4.0,Under Construction,2799 ,12900,36100000.0,4 ,Sector 117
3666,3.0,Under Construction,2304 ,12900,29700000.0,,Sector 117
3667,4.0,Under Construction,3294 ,12900,42400000.0,,Sector 117
3668,5.0,Under Construction,6939 ,12900,89500000.0,,Sector 117
3669,4.0,Under Construction,4707 ,12900,60700000.0,,Sector 117
3670,3.0,Under Construction,1580 ,8000,12600000.0,,Phase 2 Noida Extension
3671,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
3672,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
3673,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
3674,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
3675,2.0,Under Construction,3767 ,23891,90000000.0,1 ,Bhangel
3676,3.0,Under Construction,1380 ,8261,11400000.0,2 ,Noida Extensions
3677,4.0,Under Construction,2038 ,8391,17100000.0,,Noida Extensions
3678,1.0,Under Construction,506 ,21018,10600000.0,,Sector 72
3679,3.0,Under Construction,1580 ,8000,12600000.0,,Phase 2 Noida Extension
3680,4.0,Under Construction,2364 ,38070,89900000.0,,Sector 128
3681,3.0,Under Construction,3270 ,19114,62500000.0,3 ,Sector 94
3682,4.0,Under Construction,2840 ,36619,103900000.0,,Sector 128
3683,5.0,Under Construction,4613 ,56336,259800000.0,,Sector 128
3684,5.0,Under Construction,5935 ,19477,115600000.0,,Sector 94
3685,,Under Construction,650 ,7299,4744000.0,1 ,Sector 140A
3686,4.0,Under Construction,2824 ,36827,104000000.0,,Sector 128
3687,4.0,Under Construction,4315 ,19304,83300000.0,4 ,Sector 94
3688,,Under Construction,800 ,7499,5999000.0,1 ,Sector 140A
3689,4.0,Under Construction,2381 ,38277,91000000.0,,Sector 128
3690,4.0,Under Construction,3200 ,13226,42300000.0,4 ,Sector 150
3691,4.0,Under Construction,3650 ,11000,40100000.0,,Sector 150
3692,3.0,Under Construction,2750 ,11000,30200000.0,,Sector 150
3693,3.0,Under Construction,2350 ,13308,31200000.0,3 ,Sector 150
3694,3.0,Ready to move,1690 ,11000,18500000.0,,Sector 150
3695,3.0,Ready to move,1495 ,11000,16400000.0,,Sector 150
3696,2.0,Ready to move,1245 ,11000,13600000.0,,Sector 150
3697,2.0,Ready to move,1012 ,5550,5616000.0,2 ,Sector 25 Yamuna Express Way
3698,3.0,Ready to move,2400 ,5550,13300000.0,4 ,Sector 25 Yamuna Express Way
3699,3.0,Ready to move,1425 ,5850,8336000.0,,Sector 25 Yamuna Express Way
3700,3.0,Ready to move,1475 ,2983,4399000.0,,Noida Extensions
3701,3.0,Ready to move,1500 ,2967,4450000.0,,Noida Extensions
3702,3.0,Ready to move,1400 ,3286,4600000.0,,Noida Extensions
3703,3.0,Ready to move,1900 ,5200,9880000.0,,Sector 137
3704,2.0,Ready to move,1045 ,5200,5434000.0,,Sector 137
3705,3.0,Ready to move,1580 ,5200,8216000.0,,Sector 137
3706,2.0,Ready to move,960 ,6500,6240000.0,1 ,Sector 137
3707,3.0,Ready to move,1690 ,5200,8788000.0,,Sector 137
3708,2.0,Ready to move,925 ,6500,6012000.0,,Sector 137
3709,3.0,Ready to move,2400 ,5200,12400000.0,,Sector 137
3710,3.0,Ready to move,1695 ,5200,8814000.0,,Sector 137
3711,3.0,Ready to move,1365 ,5200,7098000.0,,Sector 137
3712,4.0,Ready to move,2950 ,5200,15300000.0,,Sector 137
3713,3.0,Ready to move,1565 ,6500,10100000.0,1 ,Sector 137
3714,2.0,Ready to move,1070 ,5200,5564000.0,,Sector 137
3715,3.0,Ready to move,1410 ,5200,7332000.0,1 ,Sector 137
3716,2.0,Ready to move,825 ,5200,4290000.0,,Sector 137
3717,1.0,Ready to move,450 ,5200,2340000.0,,Sector 137
3718,4.0,Ready to move,2450 ,5200,12700000.0,,Sector 137
3719,2.0,Ready to move,750 ,3200,2400000.0,,Sector 75
3720,3.0,Ready to move,1775 ,3699,6565000.0,3 ,Phase 2 Noida Extension
3721,4.0,Under Construction,1821 ,24032,43700000.0,4 ,Sector 150
3722,4.0,Under Construction,1819 ,39727,72200000.0,,Sector 150
3723,3.0,Under Construction,1800 ,9000,16200000.0,,Noida Extensions
3724,4.0,Under Construction,1618 ,24032,38800000.0,4 ,Sector 150
3725,3.0,Under Construction,2090 ,9000,18800000.0,,Noida Extensions
3726,3.0,Under Construction,2110 ,9000,18900000.0,,Noida Extensions
3727,3.0,Under Construction,1356 ,41294,55900000.0,,Sector 150
3728,3.0,Under Construction,1812 ,9000,16300000.0,,Noida Extensions
3729,3.0,Under Construction,1223 ,24032,29300000.0,,Sector 150
3730,4.0,Under Construction,2638 ,9000,23700000.0,,Noida Extensions
3731,4.0,Under Construction,2632 ,9000,23600000.0,,Noida Extensions
